Runs,Mins,BF,4s,6s,SR,Pos,Dismissal,Inns,Opposition,Ground,Start Date,Format,100s,50s,200s
25.0,39,34,4,0,73.52,4,caught,1,Test v England,Lord's,17-Jul-14,Test,0,0,0
0.0,1,1,0,0,0,4,bowled,3,Test v England,Lord's,17-Jul-14,Test,0,0,0
39.0,119,75,3,0,52,4,caught,2,Test v England,Southampton,27-Jul-14,Test,0,0,0
28.0,77,56,3,0,50,4,caught,4,Test v England,Southampton,27-Jul-14,Test,0,0,0
0.0,3,2,0,0,0,4,caught,1,Test v England,Manchester,07-Aug-14,Test,0,0,0
7.0,15,11,1,0,63.63,4,caught,3,Test v England,Manchester,07-Aug-14,Test,0,0,0
6.0,34,18,1,0,33.33,4,lbw,1,Test v England,The Oval,15-Aug-14,Test,0,0,0
20.0,80,54,2,0,37.03,4,caught,3,Test v England,The Oval,15-Aug-14,Test,0,0,0
0.0,1,3,0,0,0,3,caught,1,ODI v England,Cardiff,27-Aug-14,ODI,0,0,0
40.0,67,50,2,1,80,3,caught,2,ODI v England,Nottingham,30-Aug-14,ODI,0,0,0
1.0,9,3,0,0,33.33,3,not out,2,ODI v England,Birmingham,02-Sep-14,ODI,0,0,0
13.0,25,21,2,0,61.9,3,caught,2,ODI v England,Leeds,05-Sep-14,ODI,0,0,0
66.0,54,41,9,1,160.97,3,caught,2,T20I v England,Birmingham,07-Sep-14,T20I,0,1,0
2.0,7,5,0,0,40,3,caught,2,ODI v West Indies,Kochi,08-Oct-14,ODI,0,0,0
62.0,124,78,5,0,79.48,4,caught,1,ODI v West Indies,Delhi,11-Oct-14,ODI,0,1,0
127.0,164,114,13,3,111.4,3,run out,1,ODI v West Indies,Dharamsala,17-Oct-14,ODI,1,0,0
22.0,34,21,2,0,104.76,4,caught,1,ODI v Sri Lanka,Cuttack,02-Nov-14,ODI,0,0,0
49.0,,44,2,2,111.36,4,caught,2,ODI v Sri Lanka,Ahmedabad,06-Nov-14,ODI,0,0,0
53.0,,61,4,1,86.88,4,caught,2,ODI v Sri Lanka,Hyderabad,09-Nov-14,ODI,0,1,0
66.0,109,64,6,0,103.12,4,run out,1,ODI v Sri Lanka,Eden Gardens,13-Nov-14,ODI,0,1,0
139.0,192,126,12,3,110.31,4,not out,2,ODI v Sri Lanka,Ranchi,16-Nov-14,ODI,1,0,0
115.0,267,184,12,0,62.5,4,caught,2,Test v Australia,Adelaide,09-Dec-14,Test,1,0,0
141.0,279,175,16,1,80.57,4,caught,4,Test v Australia,Adelaide,09-Dec-14,Test,1,0,0
19.0,50,27,1,0,70.37,4,caught,1,Test v Australia,Brisbane,17-Dec-14,Test,0,0,0
1.0,14,11,0,0,9.09,4,bowled,3,Test v Australia,Brisbane,17-Dec-14,Test,0,0,0
169.0,380,272,18,0,62.13,4,caught,2,Test v Australia,Melbourne,26-Dec-14,Test,1,0,0
54.0,134,99,7,0,54.54,4,caught,4,Test v Australia,Melbourne,26-Dec-14,Test,0,1,0
147.0,315,230,20,0,63.91,4,caught,2,Test v Australia,Sydney,06-Jan-15,Test,1,0,0
46.0,123,95,3,0,48.42,4,caught,4,Test v Australia,Sydney,06-Jan-15,Test,0,0,0
9.0,24,16,0,0,56.25,4,caught,1,ODI v Australia,Melbourne,18-Jan-15,ODI,0,0,0
4.0,13,8,0,0,50,4,caught,1,ODI v England,Brisbane,20-Jan-15,ODI,0,0,0
3.0,8,9,0,0,33.33,4,not out,1,ODI v Australia,Sydney,26-Jan-15,ODI,0,0,0
8.0,26,19,0,0,42.1,3,caught,1,ODI v England,Perth,30-Jan-15,ODI,0,0,0
107.0,168,126,8,0,84.92,3,caught,1,ODI v Pakistan,Adelaide,15-Feb-15,ODI,1,0,0
46.0,106,60,3,0,76.66,3,caught,1,ODI v South Africa,Melbourne,22-Feb-15,ODI,0,0,0
33.0,49,41,5,0,80.48,3,not out,2,ODI v U.A.E.,Perth,28-Feb-15,ODI,0,0,0
33.0,51,36,5,0,91.66,3,caught,2,ODI v West Indies,Perth,06-Mar-15,ODI,0,0,0
44.0,64,42,4,1,104.76,3,not out,2,ODI v Ireland,Hamilton,10-Mar-15,ODI,0,0,0
38.0,71,48,4,0,79.16,3,bowled,2,ODI v Zimbabwe,Auckland,14-Mar-15,ODI,0,0,0
3.0,6,8,0,0,37.5,3,caught,1,ODI v Bangladesh,Melbourne,19-Mar-15,ODI,0,0,0
1.0,11,13,0,0,7.69,3,caught,2,ODI v Australia,Sydney,26-Mar-15,ODI,0,0,0
14.0,17,22,2,0,63.63,4,bowled,1,Test v Bangladesh,Fatullah,10-Jun-15,Test,0,0,0
1.0,9,4,0,0,25,3,caught,2,ODI v Bangladesh,Mirpur,18-Jun-15,ODI,0,0,0
23.0,57,27,3,1,85.18,3,lbw,1,ODI v Bangladesh,Mirpur,21-Jun-15,ODI,0,0,0
25.0,55,35,1,0,71.42,3,bowled,1,ODI v Bangladesh,Mirpur,24-Jun-15,ODI,0,0,0
103.0,266,191,11,0,53.92,4,lbw,2,Test v Sri Lanka,Galle,12-Aug-15,Test,1,0,0
3.0,14,10,0,0,30,5,caught,4,Test v Sri Lanka,Galle,12-Aug-15,Test,0,0,0
78.0,178,107,8,1,72.89,4,caught,1,Test v Sri Lanka,Colombo (PSS),20-Aug-15,Test,0,1,0
10.0,33,19,0,0,52.63,4,lbw,3,Test v Sri Lanka,Colombo (PSS),20-Aug-15,Test,0,0,0
18.0,96,60,3,0,30,4,caught,1,Test v Sri Lanka,Colombo (SSC),28-Aug-15,Test,0,0,0
21.0,87,63,2,0,33.33,4,caught,3,Test v Sri Lanka,Colombo (SSC),28-Aug-15,Test,0,0,0
43.0,58,27,1,3,159.25,3,caught,1,T20I v South Africa,Dharamsala,02-Oct-15,T20I,0,0,0
1.0,3,1,0,0,100,3,run out,1,T20I v South Africa,Cuttack,05-Oct-15,T20I,0,0,0
11.0,29,18,0,0,61.11,4,caught,2,ODI v South Africa,Kanpur,11-Oct-15,ODI,0,0,0
12.0,24,18,0,0,66.66,4,run out,1,ODI v South Africa,Indore,14-Oct-15,ODI,0,0,0
77.0,155,99,5,0,77.77,3,caught,2,ODI v South Africa,Rajkot,18-Oct-15,ODI,0,1,0
138.0,202,140,6,5,98.57,3,caught,1,ODI v South Africa,Chennai,22-Oct-15,ODI,1,0,0
7.0,11,6,0,1,116.66,3,caught,2,ODI v South Africa,Wankhede,25-Oct-15,ODI,0,0,0
1.0,5,4,0,0,25,4,caught,1,Test v South Africa,Mohali,05-Nov-15,Test,0,0,0
29.0,92,71,4,0,40.84,4,caught,3,Test v South Africa,Mohali,05-Nov-15,Test,0,0,0
,,,,,,,,2,Test v South Africa,Bengaluru,14-Nov-15,Test,0,0,0
22.0,73,55,2,0,40,4,caught,1,Test v South Africa,Nagpur,25-Nov-15,Test,0,0,0
16.0,49,30,2,0,53.33,4,caught,3,Test v South Africa,Nagpur,25-Nov-15,Test,0,0,0
44.0,74,62,7,0,70.96,4,caught,1,Test v South Africa,Delhi,03-Dec-15,Test,0,0,0
88.0,259,165,10,0,53.33,5,lbw,3,Test v South Africa,Delhi,03-Dec-15,Test,0,1,0
91.0,148,97,9,1,93.81,3,caught,1,ODI v Australia,Perth,12-Jan-16,ODI,0,1,0
59.0,84,67,4,0,88.05,3,run out,1,ODI v Australia,Brisbane,15-Jan-16,ODI,0,1,0
117.0,174,117,7,2,100,3,caught,1,ODI v Australia,Melbourne,17-Jan-16,ODI,1,0,0
106.0,131,92,11,1,115.21,3,caught,2,ODI v Australia,Canberra,20-Jan-16,ODI,1,0,0
8.0,11,11,1,0,72.72,3,caught,2,ODI v Australia,Sydney,23-Jan-16,ODI,0,0,0
90.0,71,55,9,2,163.63,3,not out,1,T20I v Australia,Adelaide,26-Jan-16,T20I,0,1,0
59.0,44,33,7,1,178.78,3,not out,1,T20I v Australia,Melbourne,29-Jan-16,T20I,0,1,0
50.0,49,36,2,1,138.88,3,bowled,2,T20I v Australia,Sydney,31-Jan-16,T20I,0,1,0
7.0,13,12,1,0,58.33,3,caught,1,T20I v Bangladesh,Mirpur,24-Feb-16,T20I,0,0,0
49.0,71,51,7,0,96.07,3,lbw,2,T20I v Pakistan,Mirpur,27-Feb-16,T20I,0,0,0
56.0,85,47,7,0,119.14,3,not out,2,T20I v Sri Lanka,Mirpur,01-Mar-16,T20I,0,1,0
,,,,,,,,2,T20I v U.A.E.,Mirpur,03-Mar-16,T20I,0,0,0
41.0,62,28,5,0,146.42,3,not out,2,T20I v Bangladesh,Mirpur,06-Mar-16,T20I,0,0,0
23.0,,27,2,0,85.18,3,caught,2,T20I v New Zealand,Nagpur,15-Mar-16,T20I,0,0,0
55.0,66,37,7,1,148.64,3,not out,2,T20I v Pakistan,Eden Gardens,19-Mar-16,T20I,0,1,0
24.0,37,24,0,1,100,3,bowled,1,T20I v Bangladesh,Bengaluru,23-Mar-16,T20I,0,0,0
82.0,78,51,9,2,160.78,3,not out,2,T20I v Australia,Mohali,27-Mar-16,T20I,0,1,0
89.0,63,47,11,1,189.36,3,not out,1,T20I v West Indies,Wankhede,31-Mar-16,T20I,0,1,0
200.0,375,283,24,0,70.67,4,bowled,1,Test v West Indies,North Sound,21-Jul-16,Test,0,0,1
44.0,144,90,4,1,48.88,4,caught,2,Test v West Indies,Kingston,30-Jul-16,Test,0,0,0
3.0,17,8,0,0,37.5,3,caught,1,Test v West Indies,Gros Islet,09-Aug-16,Test,0,0,0
4.0,21,17,0,0,23.52,3,lbw,3,Test v West Indies,Gros Islet,09-Aug-16,Test,0,0,0
,,,,,,,,-,Test v West Indies,Port of Spain,18-Aug-16,Test,0,0,0
16.0,8,9,3,0,177.77,3,caught,2,T20I v West Indies,Lauderhill,27-Aug-16,T20I,0,0,0
,,,,,,,,2,T20I v West Indies,Lauderhill,28-Aug-16,T20I,0,0,0
9.0,12,10,2,0,90,4,caught,1,Test v New Zealand,Kanpur,22-Sep-16,Test,0,0,0
18.0,45,40,3,0,45,4,caught,3,Test v New Zealand,Kanpur,22-Sep-16,Test,0,0,0
9.0,42,28,1,0,32.14,4,caught,1,Test v New Zealand,Eden Gardens,30-Sep-16,Test,0,0,0
45.0,82,65,7,0,69.23,4,lbw,3,Test v New Zealand,Eden Gardens,30-Sep-16,Test,0,0,0
211.0,536,366,20,0,57.65,4,lbw,1,Test v New Zealand,Indore,08-Oct-16,Test,0,0,1
17.0,36,28,1,0,60.71,4,lbw,3,Test v New Zealand,Indore,08-Oct-16,Test,0,0,0
85.0,109,81,9,1,104.93,3,not out,2,ODI v New Zealand,Dharamsala,16-Oct-16,ODI,0,1,0
9.0,18,13,1,0,69.23,3,caught,2,ODI v New Zealand,Delhi,20-Oct-16,ODI,0,0,0
154.0,202,134,16,1,114.92,3,not out,2,ODI v New Zealand,Mohali,23-Oct-16,ODI,1,0,0
45.0,64,51,2,1,88.23,3,caught,2,ODI v New Zealand,Ranchi,26-Oct-16,ODI,0,0,0
65.0,152,76,2,1,85.52,3,caught,1,ODI v New Zealand,Visakhapatnam,29-Oct-16,ODI,0,1,0
40.0,135,95,5,0,42.1,4,hit wicket,2,Test v England,Rajkot,09-Nov-16,Test,0,0,0
49.0,129,98,6,0,50,4,not out,4,Test v England,Rajkot,09-Nov-16,Test,0,0,0
167.0,401,267,18,0,62.54,4,caught,1,Test v England,Visakhapatnam,17-Nov-16,Test,1,0,0
81.0,172,109,8,0,74.31,4,caught,3,Test v England,Visakhapatnam,17-Nov-16,Test,0,1,0
62.0,161,127,9,0,48.81,4,caught,2,Test v England,Mohali,26-Nov-16,Test,0,1,0
6.0,11,11,0,0,54.54,4,not out,4,Test v England,Mohali,26-Nov-16,Test,0,0,0
235.0,515,340,25,1,69.11,4,caught,2,Test v England,Wankhede,08-Dec-16,Test,0,0,1
15.0,44,29,1,0,51.72,4,caught,2,Test v England,Chennai,16-Dec-16,Test,0,0,0
122.0,147,105,8,5,116.19,3,caught,2,ODI v England,Pune,15-Jan-17,ODI,1,0,0
8.0,6,5,2,0,160,3,caught,1,ODI v England,Cuttack,19-Jan-17,ODI,0,0,0
55.0,81,63,8,0,87.3,3,caught,2,ODI v England,Eden Gardens,22-Jan-17,ODI,0,1,0
29.0,34,26,4,0,111.53,1,caught,1,T20I v England,Kanpur,26-Jan-17,T20I,0,0,0
21.0,17,15,2,1,140,1,caught,1,T20I v England,Nagpur,29-Jan-17,T20I,0,0,0
2.0,6,4,0,0,50,1,run out,1,T20I v England,Bengaluru,01-Feb-17,T20I,0,0,0
204.0,295,246,24,0,82.92,4,lbw,1,Test v Bangladesh,Hyderabad,09-Feb-17,Test,0,0,1
38.0,51,40,2,1,95,4,caught,3,Test v Bangladesh,Hyderabad,09-Feb-17,Test,0,0,0
0.0,2,2,0,0,0,4,caught,2,Test v Australia,Pune,23-Feb-17,Test,0,0,0
13.0,33,37,1,0,35.13,4,bowled,4,Test v Australia,Pune,23-Feb-17,Test,0,0,0
12.0,25,17,2,0,70.58,4,lbw,1,Test v Australia,Bengaluru,04-Mar-17,Test,0,0,0
15.0,34,25,1,0,60,4,lbw,3,Test v Australia,Bengaluru,04-Mar-17,Test,0,0,0
6.0,38,23,0,0,26.08,4,caught,2,Test v Australia,Ranchi,16-Mar-17,Test,0,0,0
81.0,108,68,6,3,119.11,3,not out,1,ODI v Pakistan,Birmingham,04-Jun-17,ODI,0,1,0
0.0,5,5,0,0,0,3,caught,1,ODI v Sri Lanka,The Oval,08-Jun-17,ODI,0,0,0
76.0,136,101,7,1,75.24,3,not out,2,ODI v South Africa,The Oval,11-Jun-17,ODI,0,1,0
96.0,96,78,13,0,123.07,3,not out,2,ODI v Bangladesh,Birmingham,15-Jun-17,ODI,0,1,0
5.0,11,9,0,0,55.55,3,caught,2,ODI v Pakistan,The Oval,18-Jun-17,ODI,0,0,0
32.0,,47,1,0,68.08,3,not out,1,ODI v West Indies,Port of Spain,23-Jun-17,ODI,0,0,0
87.0,,66,4,4,131.81,3,caught,1,ODI v West Indies,Port of Spain,25-Jun-17,ODI,0,1,0
11.0,,22,2,0,50,3,caught,1,ODI v West Indies,North Sound,30-Jun-17,ODI,0,0,0
3.0,,12,0,0,25,3,caught,2,ODI v West Indies,North Sound,02-Jul-17,ODI,0,0,0
111.0,,115,12,2,96.52,3,not out,2,ODI v West Indies,Kingston,06-Jul-17,ODI,1,0,0
39.0,,22,7,1,177.27,1,caught,1,T20I v West Indies,Kingston,09-Jul-17,T20I,0,0,0
3.0,15,8,0,0,37.5,4,caught,1,Test v Sri Lanka,Galle,26-Jul-17,Test,0,0,0
103.0,158,136,5,1,75.73,4,not out,3,Test v Sri Lanka,Galle,26-Jul-17,Test,1,0,0
13.0,31,29,2,0,44.82,4,caught,1,Test v Sri Lanka,Colombo (SSC),03-Aug-17,Test,0,0,0
42.0,119,84,3,0,50,4,caught,1,Test v Sri Lanka,Pallekele,12-Aug-17,Test,0,0,0
82.0,,70,10,1,117.14,3,not out,2,ODI v Sri Lanka,Dambulla,20-Aug-17,ODI,0,1,0
4.0,,2,1,0,200,5,bowled,2,ODI v Sri Lanka,Pallekele,24-Aug-17,ODI,0,0,0
3.0,,11,0,0,27.27,3,caught,2,ODI v Sri Lanka,Pallekele,27-Aug-17,ODI,0,0,0
131.0,,96,17,2,136.45,3,caught,1,ODI v Sri Lanka,Colombo (RPS),31-Aug-17,ODI,1,0,0
110.0,,116,9,0,94.82,3,not out,2,ODI v Sri Lanka,Colombo (RPS),03-Sep-17,ODI,1,0,0
82.0,,54,7,1,151.85,3,caught,2,T20I v Sri Lanka,Colombo (RPS),06-Sep-17,T20I,0,1,0
0.0,7,4,0,0,0,3,caught,1,ODI v Australia,Chennai,17-Sep-17,ODI,0,0,0
92.0,148,107,8,0,85.98,3,bowled,1,ODI v Australia,Eden Gardens,21-Sep-17,ODI,0,1,0
28.0,58,35,2,0,80,3,caught,2,ODI v Australia,Indore,24-Sep-17,ODI,0,0,0
21.0,23,21,3,0,100,3,bowled,2,ODI v Australia,Bengaluru,28-Sep-17,ODI,0,0,0
39.0,73,55,2,0,70.9,3,caught,2,ODI v Australia,Nagpur,01-Oct-17,ODI,0,0,0
22.0,19,14,3,0,157.14,3,not out,2,T20I v Australia,Ranchi,07-Oct-17,T20I,0,0,0
0.0,2,2,0,0,0,3,caught,1,T20I v Australia,Guwahati,10-Oct-17,T20I,0,0,0
121.0,203,125,9,2,96.8,3,caught,1,ODI v New Zealand,Wankhede,22-Oct-17,ODI,1,0,0
29.0,40,29,3,1,100,3,caught,2,ODI v New Zealand,Pune,25-Oct-17,ODI,0,0,0
113.0,166,106,9,1,106.6,3,caught,1,ODI v New Zealand,Kanpur,29-Oct-17,ODI,1,0,0
26.0,19,11,0,3,236.36,4,not out,1,T20I v New Zealand,Delhi,01-Nov-17,T20I,0,0,0
65.0,59,42,8,1,154.76,4,caught,2,T20I v New Zealand,Rajkot,04-Nov-17,T20I,0,1,0
13.0,6,6,1,1,216.66,3,caught,1,T20I v New Zealand,Thiruvananthapuram,07-Nov-17,T20I,0,0,0
0.0,18,11,0,0,0,4,lbw,1,Test v Sri Lanka,Eden Gardens,16-Nov-17,Test,0,0,0
104.0,208,119,12,2,87.39,4,not out,3,Test v Sri Lanka,Eden Gardens,16-Nov-17,Test,1,0,0
213.0,386,267,17,2,79.77,4,caught,2,Test v Sri Lanka,Nagpur,24-Nov-17,Test,0,0,1
243.0,447,287,25,0,84.66,4,lbw,1,Test v Sri Lanka,Delhi,02-Dec-17,Test,0,0,1
50.0,89,58,3,0,86.2,5,caught,3,Test v Sri Lanka,Delhi,02-Dec-17,Test,0,1,0
5.0,14,13,0,0,38.46,4,caught,2,Test v South Africa,Cape Town,05-Jan-18,Test,0,0,0
28.0,62,40,4,0,70,4,lbw,4,Test v South Africa,Cape Town,05-Jan-18,Test,0,0,0
153.0,379,217,15,0,70.5,4,caught,2,Test v South Africa,Centurion,13-Jan-18,Test,1,0,0
5.0,22,20,1,0,25,4,lbw,4,Test v South Africa,Centurion,13-Jan-18,Test,0,0,0
54.0,146,106,9,0,50.94,4,caught,1,Test v South Africa,Johannesburg,24-Jan-18,Test,0,1,0
41.0,131,79,6,0,51.89,5,bowled,3,Test v South Africa,Johannesburg,24-Jan-18,Test,0,0,0
112.0,164,119,10,0,94.11,3,caught,2,ODI v South Africa,Durban,01-Feb-18,ODI,1,0,0
46.0,64,50,4,1,92,3,not out,2,ODI v South Africa,Centurion,04-Feb-18,ODI,0,0,0
160.0,220,159,12,2,100.62,3,not out,1,ODI v South Africa,Cape Town,07-Feb-18,ODI,1,0,0
75.0,119,83,7,1,90.36,3,caught,1,ODI v South Africa,Johannesburg,10-Feb-18,ODI,0,1,0
36.0,76,54,2,0,66.66,3,run out,1,ODI v South Africa,Gqeberha,13-Feb-18,ODI,0,0,0
129.0,123,96,19,2,134.37,3,not out,2,ODI v South Africa,Centurion,16-Feb-18,ODI,1,0,0
26.0,26,20,2,1,130,4,lbw,1,T20I v South Africa,Johannesburg,18-Feb-18,T20I,0,0,0
1.0,6,5,0,0,20,4,caught,1,T20I v South Africa,Centurion,21-Feb-18,T20I,0,0,0
0.0,1,2,0,0,0,6,caught,1,T20I v Ireland,Dublin (Malahide),27-Jun-18,T20I,0,0,0
9.0,,8,1,0,112.5,2,caught,1,T20I v Ireland,Dublin (Malahide),29-Jun-18,T20I,0,0,0
20.0,,22,0,1,90.9,4,not out,2,T20I v England,Manchester,03-Jul-18,T20I,0,0,0
47.0,,38,1,2,123.68,4,caught,1,T20I v England,Cardiff,06-Jul-18,T20I,0,0,0
43.0,,29,2,2,148.27,4,caught,2,T20I v England,Bristol,08-Jul-18,T20I,0,0,0
75.0,,82,7,0,91.46,3,stumped,2,ODI v England,Nottingham,12-Jul-18,ODI,0,1,0
45.0,,56,2,0,80.35,3,lbw,2,ODI v England,Lord's,14-Jul-18,ODI,0,0,0
71.0,98,72,8,0,98.61,3,bowled,1,ODI v England,Leeds,17-Jul-18,ODI,0,1,0
149.0,277,225,22,1,66.22,4,caught,2,Test v England,Birmingham,01-Aug-18,Test,1,0,0
51.0,185,93,4,0,54.83,4,lbw,4,Test v England,Birmingham,01-Aug-18,Test,0,1,0
23.0,73,57,2,0,40.35,4,caught,1,Test v England,Lord's,09-Aug-18,Test,0,0,0
17.0,57,29,2,0,58.62,5,caught,3,Test v England,Lord's,09-Aug-18,Test,0,0,0
97.0,243,152,11,0,63.81,4,caught,1,Test v England,Nottingham,18-Aug-18,Test,0,1,0
103.0,292,197,10,0,52.28,4,lbw,3,Test v England,Nottingham,18-Aug-18,Test,1,0,0
46.0,100,71,6,0,64.78,4,caught,2,Test v England,Southampton,30-Aug-18,Test,0,0,0
58.0,170,130,4,0,44.61,4,caught,4,Test v England,Southampton,30-Aug-18,Test,0,1,0
49.0,112,70,6,0,70,4,caught,2,Test v England,The Oval,07-Sep-18,Test,0,0,0
0.0,3,1,0,0,0,4,caught,4,Test v England,The Oval,07-Sep-18,Test,0,0,0
139.0,341,230,10,0,60.43,4,caught,1,Test v West Indies,Rajkot,04-Oct-18,Test,1,0,0
45.0,86,78,5,0,57.69,4,lbw,2,Test v West Indies,Hyderabad,12-Oct-18,Test,0,0,0
,,,,,,,,4,Test v West Indies,Hyderabad,12-Oct-18,Test,0,0,0
140.0,,107,21,2,130.84,3,stumped,2,ODI v West Indies,Guwahati,21-Oct-18,ODI,1,0,0
157.0,217,129,13,4,121.7,3,not out,1,ODI v West Indies,Visakhapatnam,24-Oct-18,ODI,1,0,0
107.0,,119,10,1,89.91,3,bowled,2,ODI v West Indies,Pune,27-Oct-18,ODI,1,0,0
16.0,,17,2,0,94.11,3,caught,1,ODI v West Indies,Brabourne,29-Oct-18,ODI,0,0,0
33.0,57,29,6,0,113.79,3,not out,2,ODI v West Indies,Thiruvananthapuram,01-Nov-18,ODI,0,0,0
4.0,,8,0,0,50,4,caught,2,T20I v Australia,Brisbane,21-Nov-18,T20I,0,0,0
,,,,,,,,-,T20I v Australia,Melbourne,23-Nov-18,T20I,0,0,0
61.0,,41,4,2,148.78,3,not out,2,T20I v Australia,Sydney,25-Nov-18,T20I,0,1,0
3.0,17,16,0,0,18.75,4,caught,1,Test v Australia,Adelaide,06-Dec-18,Test,0,0,0
